,id_gerente_junior,id_lead,estagio_lead,data_da_ligacao,status_da_ligacao,motivo_da_ligacao
378,JNR1004MG,USR1063,lead,1/1/2022,successful,demo_not_attended
379,JNR1004MG,USR1063,awareness,1/1/2022,successful,post_demo_followup
380,JNR1004MG,USR1063,consideration,1/2/2022,successful,interested_for_conversion
381,JNR1004MG,USR1063,consideration,1/3/2022,unsuccessful,followup_for_conversion
382,JNR1004MG,USR1063,consideration,1/3/2022,successful,followup_for_conversion
383,JNR1004MG,USR1063,conversion,1/3/2022,successful,successful_conversion
384,JNR1004MG,USR1064,lead,1/2/2022,successful,lead_introduction
385,JNR1004MG,USR1064,lead,1/4/2022,successful,demo_schedule
386,JNR1004MG,USR1064,lead,1/5/2022,successful,demo_not_attended
387,JNR1004MG,USR1064,lead,1/5/2022,successful,demo_not_attended
388,JNR1004MG,USR1065,lead,1/3/2022,unsuccessful,lead_introduction
389,JNR1004MG,USR1065,lead,1/4/2022,successful,lead_introduction
390,JNR1004MG,USR1065,lead,1/5/2022,successful,demo_schedule
391,JNR1004MG,USR1065,lead,1/6/2022,successful,demo_not_attended
392,JNR1004MG,USR1065,awareness,1/6/2022,successful,post_demo_followup
393,JNR1004MG,USR1065,consideration,1/7/2022,unsuccessful,interested_for_conversion
394,JNR1004MG,USR1065,awareness,1/6/2022,successful,followup_for_consideration
395,JNR1004MG,USR1065,consideration,1/7/2022,successful,interested_for_conversion
396,JNR1004MG,USR1065,awareness,1/6/2022,successful,followup_for_consideration
397,JNR1004MG,USR1066,lead,1/8/2022,successful,lead_introduction
398,JNR1004MG,USR1066,lead,1/9/2022,successful,demo_schedule
399,JNR1004MG,USR1066,lead,1/10/2022,successful,demo_not_attended
400,JNR1004MG,USR1066,lead,1/10/2022,successful,demo_not_attended
401,JNR1004MG,USR1066,lead,1/10/2022,unsuccessful,demo_not_attended
402,JNR1004MG,USR1066,lead,1/10/2022,successful,demo_not_attended
403,JNR1004MG,USR1067,lead,1/8/2022,successful,lead_introduction
404,JNR1004MG,USR1067,lead,1/10/2022,successful,demo_schedule
405,JNR1004MG,USR1067,lead,1/10/2022,successful,demo_not_attended
406,JNR1004MG,USR1067,lead,1/10/2022,successful,demo_not_attended
407,JNR1004MG,USR1067,awareness,1/10/2022,successful,post_demo_followup
408,JNR1004MG,USR1067,consideration,1/11/2022,unsuccessful,interested_for_conversion
409,JNR1004MG,USR1067,consideration,1/12/2022,successful,interested_for_conversion
410,JNR1004MG,USR1067,consideration,1/11/2022,unsuccessful,interested_for_conversion
411,JNR1004MG,USR1068,lead,1/8/2022,unsuccessful,lead_introduction
412,JNR1004MG,USR1068,lead,1/8/2022,successful,lead_introduction
413,JNR1004MG,USR1068,lead,1/10/2022,successful,demo_schedule
414,JNR1004MG,USR1068,lead,1/11/2022,successful,demo_not_attended
415,JNR1004MG,USR1068,lead,1/11/2022,successful,demo_not_attended
416,JNR1004MG,USR1069,lead,1/8/2022,successful,lead_introduction
417,JNR1004MG,USR1069,lead,1/9/2022,successful,demo_schedule
418,JNR1004MG,USR1069,lead,1/10/2022,successful,demo_not_attended
419,JNR1004MG,USR1070,lead,1/8/2022,unsuccessful,lead_introduction
420,JNR1004MG,USR1070,lead,1/9/2022,successful,lead_introduction
421,JNR1004MG,USR1070,lead,1/10/2022,successful,demo_schedule
422,JNR1004MG,USR1070,lead,1/14/2022,successful,demo_not_attended
423,JNR1004MG,USR1070,lead,1/14/2022,successful,demo_not_attended
424,JNR1004MG,USR1070,lead,1/14/2022,successful,demo_not_attended
425,JNR1004MG,USR1070,awareness,1/14/2022,successful,post_demo_followup
426,JNR1004MG,USR1071,lead,1/15/2022,successful,lead_introduction
427,JNR1004MG,USR1071,lead,1/17/2022,successful,demo_schedule
428,JNR1004MG,USR1071,lead,1/20/2022,successful,demo_not_attended
429,JNR1004MG,USR1071,lead,1/20/2022,successful,demo_not_attended
430,JNR1004MG,USR1071,lead,1/20/2022,unsuccessful,demo_not_attended
431,JNR1004MG,USR1071,lead,1/20/2022,successful,demo_not_attended
432,JNR1004MG,USR1071,awareness,1/20/2022,successful,post_demo_followup
433,JNR1004MG,USR1071,consideration,1/21/2022,unsuccessful,interested_for_conversion
434,JNR1004MG,USR1071,consideration,1/22/2022,unsuccessful,interested_for_conversion
435,JNR1004MG,USR1071,consideration,1/22/2022,successful,interested_for_conversion
436,JNR1004MG,USR1072,lead,1/15/2022,successful,lead_introduction
437,JNR1004MG,USR1072,lead,1/15/2022,successful,demo_schedule
438,JNR1004MG,USR1072,lead,1/17/2022,successful,demo_not_attended
439,JNR1004MG,USR1072,lead,1/17/2022,successful,demo_not_attended
440,JNR1004MG,USR1072,awareness,1/17/2022,successful,post_demo_followup
441,JNR1004MG,USR1072,consideration,1/18/2022,unsuccessful,interested_for_conversion
442,JNR1004MG,USR1072,consideration,1/19/2022,unsuccessful,interested_for_conversion
443,JNR1004MG,USR1072,consideration,1/20/2022,successful,interested_for_conversion
444,JNR1004MG,USR1072,conversion,1/19/2022,successful,successful_conversion
445,JNR1004MG,USR1073,lead,1/17/2022,unsuccessful,lead_introduction
446,JNR1004MG,USR1073,lead,1/18/2022,successful,lead_introduction
447,JNR1004MG,USR1073,lead,1/20/2022,unsuccessful,demo_schedule
448,JNR1004MG,USR1073,lead,1/19/2022,successful,demo_schedule
449,JNR1004MG,USR1073,lead,1/19/2022,successful,demo_not_attended
450,JNR1004MG,USR1073,lead,1/19/2022,successful,demo_not_attended
451,JNR1004MG,USR1073,awareness,1/19/2022,successful,post_demo_followup
452,JNR1004MG,USR1073,consideration,1/20/2022,successful,interested_for_conversion
453,JNR1004MG,USR1073,consideration,1/21/2022,successful,followup_for_conversion
454,JNR1004MG,USR1073,consideration,1/21/2022,successful,followup_for_conversion
455,JNR1004MG,USR1073,conversion,1/21/2022,successful,successful_conversion
456,JNR1004MG,USR1074,lead,1/17/2022,successful,lead_introduction
457,JNR1004MG,USR1074,lead,1/18/2022,successful,demo_schedule
458,JNR1004MG,USR1075,lead,1/15/2022,unsuccessful,lead_introduction
459,JNR1004MG,USR1075,lead,1/16/2022,successful,lead_introduction
460,JNR1004MG,USR1075,lead,1/18/2022,successful,demo_schedule
461,JNR1004MG,USR1075,lead,1/18/2022,successful,demo_not_attended
462,JNR1004MG,USR1075,lead,1/18/2022,successful,demo_not_attended
463,JNR1004MG,USR1075,lead,1/18/2022,successful,demo_not_attended
464,JNR1004MG,USR1075,awareness,1/18/2022,successful,post_demo_followup
465,JNR1004MG,USR1076,lead,2/19/2022,successful,lead_introduction
466,JNR1004MG,USR1076,lead,2/21/2022,successful,demo_schedule
467,JNR1004MG,USR1077,lead,2/19/2022,successful,lead_introduction
468,JNR1004MG,USR1077,lead,2/20/2022,successful,demo_schedule
469,JNR1004MG,USR1077,lead,2/23/2022,successful,demo_not_attended
470,JNR1004MG,USR1077,lead,2/23/2022,successful,demo_not_attended
471,JNR1004MG,USR1077,lead,2/23/2022,unsuccessful,demo_not_attended
472,JNR1004MG,USR1077,lead,2/23/2022,successful,demo_not_attended
473,JNR1004MG,USR1077,awareness,2/23/2022,successful,post_demo_followup
474,JNR1004MG,USR1077,consideration,2/24/2022,successful,interested_for_conversion
475,JNR1004MG,USR1077,consideration,2/25/2022,unsuccessful,followup_for_conversion
476,JNR1004MG,USR1077,consideration,2/25/2022,successful,followup_for_conversion
477,JNR1004MG,USR1078,lead,2/19/2022,unsuccessful,lead_introduction
478,JNR1004MG,USR1078,lead,2/19/2022,successful,lead_introduction
479,JNR1004MG,USR1078,lead,2/20/2022,successful,demo_schedule
480,JNR1004MG,USR1078,lead,2/22/2022,successful,demo_not_attended
481,JNR1004MG,USR1078,lead,2/22/2022,successful,demo_not_attended
482,JNR1004MG,USR1078,lead,2/22/2022,successful,demo_not_attended
483,JNR1004MG,USR1078,awareness,2/22/2022,successful,post_demo_followup
484,JNR1004MG,USR1079,lead,2/19/2022,successful,lead_introduction
485,JNR1004MG,USR1079,lead,2/21/2022,successful,demo_schedule
486,JNR1004MG,USR1079,lead,2/22/2022,successful,demo_not_attended
487,JNR1004MG,USR1079,lead,2/22/2022,successful,demo_not_attended
488,JNR1004MG,USR1080,lead,2/19/2022,unsuccessful,lead_introduction
489,JNR1004MG,USR1080,lead,2/20/2022,successful,lead_introduction
490,JNR1004MG,USR1080,lead,2/20/2022,successful,demo_schedule
491,JNR1004MG,USR1080,lead,2/21/2022,successful,demo_not_attended
492,JNR1005MG,USR1081,lead,1/3/2022,successful,lead_introduction
493,JNR1005MG,USR1081,lead,1/5/2022,successful,demo_schedule
494,JNR1005MG,USR1082,lead,1/4/2022,successful,lead_introduction
495,JNR1005MG,USR1082,lead,1/5/2022,successful,demo_schedule
496,JNR1005MG,USR1082,lead,1/5/2022,successful,demo_not_attended
497,JNR1005MG,USR1082,lead,1/5/2022,successful,demo_not_attended
498,JNR1005MG,USR1082,lead,1/5/2022,unsuccessful,demo_not_attended
499,JNR1005MG,USR1082,lead,1/5/2022,successful,demo_not_attended
500,JNR1005MG,USR1082,awareness,1/5/2022,successful,post_demo_followup
501,JNR1005MG,USR1082,consideration,1/6/2022,unsuccessful,interested_for_conversion
502,JNR1005MG,USR1082,consideration,1/7/2022,successful,followup_for_conversion
503,JNR1005MG,USR1082,consideration,1/6/2022,successful,interested_for_conversion
504,JNR1005MG,USR1083,lead,1/5/2022,unsuccessful,lead_introduction
505,JNR1005MG,USR1083,lead,1/6/2022,successful,lead_introduction
506,JNR1005MG,USR1083,lead,1/7/2022,successful,demo_schedule
507,JNR1005MG,USR1083,lead,1/8/2022,successful,demo_not_attended
508,JNR1005MG,USR1083,lead,1/8/2022,successful,demo_not_attended
509,JNR1005MG,USR1083,lead,1/8/2022,successful,demo_not_attended
510,JNR1005MG,USR1083,awareness,1/8/2022,successful,post_demo_followup
511,JNR1005MG,USR1084,lead,1/1/2022,successful,lead_introduction
512,JNR1005MG,USR1084,lead,1/3/2022,successful,demo_schedule
513,JNR1005MG,USR1085,lead,1/1/2022,unsuccessful,lead_introduction
514,JNR1005MG,USR1085,lead,1/2/2022,successful,lead_introduction
515,JNR1005MG,USR1085,lead,1/4/2022,successful,demo_schedule
516,JNR1005MG,USR1085,lead,1/4/2022,successful,demo_not_attended
517,JNR1005MG,USR1086,lead,1/8/2022,successful,lead_introduction
518,JNR1005MG,USR1086,lead,1/9/2022,successful,demo_schedule
519,JNR1005MG,USR1086,lead,1/9/2022,successful,demo_not_attended
520,JNR1005MG,USR1086,lead,1/9/2022,successful,demo_not_attended
521,JNR1005MG,USR1086,lead,1/9/2022,unsuccessful,demo_not_attended
522,JNR1005MG,USR1086,lead,1/9/2022,successful,demo_not_attended
523,JNR1005MG,USR1087,lead,1/8/2022,successful,lead_introduction
524,JNR1005MG,USR1087,lead,1/9/2022,successful,demo_schedule
525,JNR1005MG,USR1087,lead,1/10/2022,successful,demo_not_attended
526,JNR1005MG,USR1087,lead,1/10/2022,successful,demo_not_attended
527,JNR1005MG,USR1087,awareness,1/10/2022,successful,post_demo_followup
528,JNR1005MG,USR1087,consideration,1/10/2022,unsuccessful,interested_for_conversion
529,JNR1005MG,USR1087,consideration,1/11/2022,successful,followup_for_conversion
530,JNR1005MG,USR1087,consideration,1/10/2022,successful,interested_for_conversion
531,JNR1005MG,USR1088,lead,1/8/2022,unsuccessful,lead_introduction
532,JNR1005MG,USR1088,lead,1/8/2022,successful,lead_introduction
533,JNR1005MG,USR1088,lead,1/10/2022,successful,demo_schedule
534,JNR1005MG,USR1088,lead,1/10/2022,successful,demo_not_attended
535,JNR1005MG,USR1088,lead,1/10/2022,successful,demo_not_attended
536,JNR1005MG,USR1089,lead,1/8/2022,successful,lead_introduction
537,JNR1005MG,USR1089,lead,1/10/2022,successful,demo_schedule
538,JNR1005MG,USR1089,lead,1/10/2022,successful,demo_not_attended
539,JNR1005MG,USR1090,lead,1/8/2022,unsuccessful,lead_introduction
540,JNR1005MG,USR1090,lead,1/9/2022,successful,lead_introduction
541,JNR1005MG,USR1090,lead,1/10/2022,successful,demo_schedule
542,JNR1005MG,USR1090,lead,1/14/2022,successful,demo_not_attended
543,JNR1005MG,USR1090,lead,1/14/2022,successful,demo_not_attended
544,JNR1005MG,USR1090,lead,1/14/2022,successful,demo_not_attended
545,JNR1005MG,USR1090,awareness,1/14/2022,successful,post_demo_followup
546,JNR1005MG,USR1091,lead,1/17/2022,successful,lead_introduction
547,JNR1005MG,USR1091,lead,1/18/2022,successful,demo_schedule
548,JNR1005MG,USR1091,lead,1/20/2022,successful,demo_not_attended
549,JNR1005MG,USR1091,lead,1/20/2022,successful,demo_not_attended
550,JNR1005MG,USR1091,lead,1/20/2022,unsuccessful,demo_not_attended
551,JNR1005MG,USR1091,lead,1/20/2022,successful,demo_not_attended
552,JNR1005MG,USR1091,awareness,1/20/2022,successful,post_demo_followup
553,JNR1005MG,USR1091,consideration,1/20/2022,successful,interested_for_conversion
554,JNR1005MG,USR1091,consideration,1/21/2022,unsuccessful,followup_for_conversion
555,JNR1005MG,USR1091,consideration,1/22/2022,successful,followup_for_conversion
556,JNR1005MG,USR1092,lead,1/18/2022,successful,lead_introduction
557,JNR1005MG,USR1092,lead,1/20/2022,successful,demo_schedule
558,JNR1005MG,USR1092,lead,1/21/2022,successful,demo_not_attended
559,JNR1005MG,USR1092,lead,1/21/2022,successful,demo_not_attended
560,JNR1005MG,USR1092,awareness,1/21/2022,successful,post_demo_followup
561,JNR1005MG,USR1092,consideration,1/21/2022,unsuccessful,interested_for_conversion
562,JNR1005MG,USR1092,consideration,1/22/2022,successful,followup_for_conversion
563,JNR1005MG,USR1092,consideration,1/21/2022,successful,interested_for_conversion
564,JNR1005MG,USR1092,conversion,1/22/2022,successful,successful_conversion
565,JNR1005MG,USR1093,lead,1/19/2022,unsuccessful,lead_introduction
566,JNR1005MG,USR1093,lead,1/20/2022,successful,lead_introduction
567,JNR1005MG,USR1093,lead,1/20/2022,unsuccessful,demo_schedule
568,JNR1005MG,USR1093,lead,1/22/2022,successful,demo_schedule
569,JNR1005MG,USR1093,lead,1/27/2022,successful,demo_not_attended
570,JNR1005MG,USR1093,awareness,1/27/2022,successful,post_demo_followup
571,JNR1005MG,USR1093,awareness,1/27/2022,successful,post_demo_followup
572,JNR1005MG,USR1093,consideration,1/27/2022,successful,interested_for_conversion
573,JNR1005MG,USR1093,consideration,1/28/2022,successful,followup_for_conversion
574,JNR1005MG,USR1093,consideration,1/29/2022,successful,followup_for_conversion
575,JNR1005MG,USR1093,conversion,1/28/2022,successful,successful_conversion
576,JNR1005MG,USR1094,lead,1/17/2022,successful,lead_introduction
577,JNR1005MG,USR1094,lead,1/18/2022,successful,demo_schedule
578,JNR1005MG,USR1094,lead,1/18/2022,successful,demo_not_attended
579,JNR1005MG,USR1095,lead,1/15/2022,unsuccessful,lead_introduction
580,JNR1005MG,USR1095,lead,1/16/2022,successful,lead_introduction
581,JNR1005MG,USR1095,lead,1/17/2022,successful,demo_schedule
582,JNR1005MG,USR1095,lead,1/18/2022,successful,demo_not_attended
583,JNR1005MG,USR1095,lead,1/18/2022,successful,demo_not_attended
584,JNR1005MG,USR1095,lead,1/18/2022,successful,demo_not_attended
585,JNR1005MG,USR1095,awareness,1/18/2022,successful,post_demo_followup
586,JNR1005MG,USR1095,awareness,1/18/2022,successful,post_demo_followup
587,JNR1005MG,USR1096,lead,2/21/2022,successful,lead_introduction
588,JNR1005MG,USR1096,lead,2/23/2022,successful,demo_schedule
589,JNR1005MG,USR1096,lead,2/23/2022,successful,demo_not_attended
590,JNR1005MG,USR1096,lead,2/23/2022,successful,demo_not_attended
591,JNR1005MG,USR1096,lead,2/23/2022,unsuccessful,demo_not_attended
592,JNR1005MG,USR1096,lead,2/23/2022,successful,demo_not_attended
593,JNR1005MG,USR1097,lead,2/22/2022,successful,lead_introduction
594,JNR1005MG,USR1097,lead,2/22/2022,successful,demo_schedule
595,JNR1005MG,USR1097,lead,2/23/2022,successful,demo_not_attended
596,JNR1005MG,USR1097,lead,2/23/2022,successful,demo_not_attended
597,JNR1005MG,USR1097,lead,2/23/2022,unsuccessful,demo_not_attended
598,JNR1005MG,USR1097,lead,2/23/2022,successful,demo_not_attended
599,JNR1005MG,USR1097,awareness,2/23/2022,successful,post_demo_followup
600,JNR1005MG,USR1097,consideration,2/23/2022,unsuccessful,interested_for_conversion
601,JNR1005MG,USR1097,consideration,2/24/2022,successful,followup_for_conversion
602,JNR1005MG,USR1097,consideration,2/23/2022,successful,interested_for_conversion
603,JNR1005MG,USR1098,lead,2/23/2022,unsuccessful,lead_introduction
604,JNR1005MG,USR1098,lead,2/24/2022,successful,lead_introduction
605,JNR1005MG,USR1098,lead,2/24/2022,successful,demo_schedule
606,JNR1005MG,USR1098,lead,2/25/2022,successful,demo_not_attended
607,JNR1005MG,USR1098,lead,2/25/2022,successful,demo_not_attended
608,JNR1005MG,USR1098,lead,2/25/2022,successful,demo_not_attended
609,JNR1005MG,USR1098,awareness,2/25/2022,successful,post_demo_followup
610,JNR1005MG,USR1099,lead,2/19/2022,successful,lead_introduction
611,JNR1005MG,USR1099,lead,2/19/2022,successful,demo_schedule
612,JNR1005MG,USR1099,lead,2/19/2022,successful,demo_not_attended
613,JNR1005MG,USR1099,lead,2/19/2022,successful,demo_not_attended
614,JNR1005MG,USR1100,lead,2/19/2022,unsuccessful,lead_introduction
615,JNR1005MG,USR1100,lead,2/20/2022,successful,lead_introduction
616,JNR1005MG,USR1100,lead,2/20/2022,successful,demo_schedule
617,JNR1005MG,USR1100,lead,2/20/2022,successful,demo_not_attended
618,JNR1006MG,USR1101,lead,1/3/2022,successful,lead_introduction
619,JNR1006MG,USR1101,lead,1/3/2022,successful,demo_schedule
620,JNR1006MG,USR1101,lead,1/3/2022,successful,demo_not_attended
621,JNR1006MG,USR1101,lead,1/3/2022,successful,demo_not_attended
622,JNR1006MG,USR1101,lead,1/3/2022,unsuccessful,demo_not_attended
623,JNR1006MG,USR1101,lead,1/3/2022,successful,demo_not_attended
624,JNR1006MG,USR1102,lead,1/4/2022,successful,lead_introduction
625,JNR1006MG,USR1102,lead,1/4/2022,successful,demo_schedule
626,JNR1006MG,USR1102,lead,1/7/2022,successful,demo_not_attended
627,JNR1006MG,USR1102,lead,1/7/2022,successful,demo_not_attended
628,JNR1006MG,USR1102,lead,1/7/2022,unsuccessful,demo_not_attended
629,JNR1006MG,USR1102,lead,1/7/2022,successful,demo_not_attended
630,JNR1006MG,USR1102,awareness,1/7/2022,successful,post_demo_followup
631,JNR1006MG,USR1102,consideration,1/7/2022,successful,interested_for_conversion
632,JNR1006MG,USR1102,consideration,1/7/2022,successful,followup_for_conversion
633,JNR1006MG,USR1102,consideration,1/7/2022,successful,followup_for_conversion
634,JNR1006MG,USR1102,conversion,1/7/2022,successful,successful_conversion
635,JNR1006MG,USR1103,lead,1/1/2022,unsuccessful,lead_introduction
636,JNR1006MG,USR1103,lead,1/1/2022,successful,lead_introduction
637,JNR1006MG,USR1103,lead,1/1/2022,successful,demo_schedule
638,JNR1006MG,USR1103,lead,1/1/2022,successful,demo_not_attended
639,JNR1006MG,USR1103,lead,1/1/2022,successful,demo_not_attended
640,JNR1006MG,USR1103,lead,1/1/2022,successful,demo_not_attended
641,JNR1006MG,USR1103,awareness,1/1/2022,successful,post_demo_followup
642,JNR1006MG,USR1103,consideration,1/1/2022,successful,interested_for_conversion
643,JNR1006MG,USR1103,consideration,1/1/2022,successful,followup_for_conversion
644,JNR1006MG,USR1103,consideration,1/1/2022,successful,followup_for_conversion
645,JNR1006MG,USR1103,conversion,1/1/2022,successful,successful_conversion
646,JNR1006MG,USR1104,lead,1/2/2022,successful,lead_introduction
647,JNR1006MG,USR1104,lead,1/2/2022,successful,demo_schedule
648,JNR1006MG,USR1104,lead,1/2/2022,successful,demo_not_attended
649,JNR1006MG,USR1104,lead,1/2/2022,successful,demo_not_attended
650,JNR1006MG,USR1105,lead,1/3/2022,unsuccessful,lead_introduction
651,JNR1006MG,USR1105,lead,1/4/2022,successful,lead_introduction
652,JNR1006MG,USR1105,lead,1/4/2022,successful,demo_schedule
653,JNR1006MG,USR1105,lead,1/6/2022,successful,demo_not_attended
654,JNR1006MG,USR1105,awareness,1/6/2022,successful,post_demo_followup
655,JNR1006MG,USR1105,consideration,1/7/2022,successful,interested_for_conversion
656,JNR1006MG,USR1105,awareness,1/6/2022,successful,followup_for_consideration
657,JNR1006MG,USR1105,consideration,1/7/2022,successful,interested_for_conversion
658,JNR1006MG,USR1105,awareness,1/6/2022,successful,followup_for_consideration
659,JNR1006MG,USR1106,lead,1/8/2022,successful,lead_introduction
660,JNR1006MG,USR1106,lead,1/8/2022,successful,demo_schedule
661,JNR1006MG,USR1106,lead,1/8/2022,successful,demo_not_attended
662,JNR1006MG,USR1106,lead,1/8/2022,successful,demo_not_attended
663,JNR1006MG,USR1106,lead,1/8/2022,unsuccessful,demo_not_attended
664,JNR1006MG,USR1106,lead,1/8/2022,successful,demo_not_attended
665,JNR1006MG,USR1107,lead,1/8/2022,successful,lead_introduction
666,JNR1006MG,USR1107,lead,1/8/2022,successful,demo_schedule
667,JNR1006MG,USR1107,lead,1/10/2022,successful,demo_not_attended
668,JNR1006MG,USR1107,lead,1/10/2022,successful,demo_not_attended
669,JNR1006MG,USR1107,awareness,1/10/2022,successful,post_demo_followup
670,JNR1006MG,USR1107,consideration,1/10/2022,unsuccessful,interested_for_conversion
671,JNR1006MG,USR1107,consideration,1/10/2022,successful,interested_for_conversion
672,JNR1006MG,USR1107,consideration,1/10/2022,successful,followup_for_conversion
673,JNR1006MG,USR1108,lead,1/8/2022,unsuccessful,lead_introduction
674,JNR1006MG,USR1108,lead,1/8/2022,successful,lead_introduction
675,JNR1006MG,USR1108,lead,1/8/2022,successful,demo_schedule
676,JNR1006MG,USR1108,lead,1/8/2022,successful,demo_not_attended
677,JNR1006MG,USR1108,lead,1/8/2022,successful,demo_not_attended
678,JNR1006MG,USR1109,lead,1/8/2022,successful,lead_introduction
679,JNR1006MG,USR1109,lead,1/8/2022,successful,demo_schedule
680,JNR1006MG,USR1109,lead,1/8/2022,successful,demo_not_attended
681,JNR1006MG,USR1110,lead,1/8/2022,unsuccessful,lead_introduction
682,JNR1006MG,USR1110,lead,1/9/2022,successful,lead_introduction
683,JNR1006MG,USR1110,lead,1/9/2022,successful,demo_schedule
684,JNR1006MG,USR1110,lead,1/14/2022,successful,demo_not_attended
685,JNR1006MG,USR1110,lead,1/14/2022,successful,demo_not_attended
686,JNR1006MG,USR1110,lead,1/14/2022,successful,demo_not_attended
687,JNR1006MG,USR1110,awareness,1/14/2022,successful,post_demo_followup
688,JNR1006MG,USR1111,lead,1/15/2022,successful,lead_introduction
689,JNR1006MG,USR1111,lead,1/15/2022,successful,demo_schedule
690,JNR1006MG,USR1111,lead,1/20/2022,successful,demo_not_attended
691,JNR1006MG,USR1111,lead,1/20/2022,successful,demo_not_attended
692,JNR1006MG,USR1111,lead,1/20/2022,unsuccessful,demo_not_attended
693,JNR1006MG,USR1111,lead,1/20/2022,successful,demo_not_attended
694,JNR1006MG,USR1111,awareness,1/20/2022,successful,post_demo_followup
695,JNR1006MG,USR1111,consideration,1/20/2022,successful,interested_for_conversion
696,JNR1006MG,USR1111,consideration,1/20/2022,successful,followup_for_conversion
697,JNR1006MG,USR1111,consideration,1/20/2022,successful,followup_for_conversion
698,JNR1006MG,USR1112,lead,1/15/2022,successful,lead_introduction
699,JNR1006MG,USR1112,lead,1/15/2022,successful,demo_schedule
700,JNR1006MG,USR1112,lead,1/17/2022,successful,demo_not_attended
701,JNR1006MG,USR1112,lead,1/17/2022,successful,demo_not_attended
702,JNR1006MG,USR1112,awareness,1/17/2022,successful,post_demo_followup
703,JNR1006MG,USR1112,consideration,1/17/2022,successful,interested_for_conversion
704,JNR1006MG,USR1112,consideration,1/17/2022,successful,followup_for_conversion
705,JNR1006MG,USR1112,consideration,1/17/2022,successful,followup_for_conversion
706,JNR1006MG,USR1112,conversion,1/17/2022,successful,successful_conversion
707,JNR1006MG,USR1113,lead,1/17/2022,unsuccessful,lead_introduction
708,JNR1006MG,USR1113,lead,1/18/2022,successful,lead_introduction
709,JNR1006MG,USR1113,lead,1/20/2022,unsuccessful,demo_schedule
710,JNR1006MG,USR1113,lead,1/19/2022,successful,demo_schedule
711,JNR1006MG,USR1113,lead,1/19/2022,successful,demo_not_attended
712,JNR1006MG,USR1113,lead,1/19/2022,successful,demo_not_attended
713,JNR1006MG,USR1113,awareness,1/19/2022,successful,post_demo_followup
714,JNR1006MG,USR1113,consideration,1/19/2022,successful,interested_for_conversion
715,JNR1006MG,USR1113,consideration,1/19/2022,unsuccessful,followup_for_conversion
716,JNR1006MG,USR1113,consideration,1/19/2022,successful,followup_for_conversion
717,JNR1006MG,USR1113,conversion,1/19/2022,successful,successful_conversion
718,JNR1006MG,USR1114,lead,1/17/2022,successful,lead_introduction
719,JNR1006MG,USR1114,lead,1/18/2022,successful,demo_schedule
720,JNR1006MG,USR1114,lead,1/18/2022,successful,demo_not_attended
721,JNR1006MG,USR1115,lead,1/15/2022,unsuccessful,lead_introduction
722,JNR1006MG,USR1115,lead,1/16/2022,successful,lead_introduction
723,JNR1006MG,USR1115,lead,1/18/2022,successful,demo_schedule
724,JNR1006MG,USR1115,lead,1/18/2022,successful,demo_not_attended
725,JNR1006MG,USR1115,lead,1/18/2022,successful,demo_not_attended
726,JNR1006MG,USR1115,lead,1/18/2022,successful,demo_not_attended
727,JNR1006MG,USR1115,awareness,1/18/2022,successful,post_demo_followup
728,JNR1006MG,USR1117,lead,2/19/2022,successful,lead_introduction
729,JNR1006MG,USR1117,lead,2/21/2022,successful,demo_schedule
730,JNR1006MG,USR1117,lead,2/23/2022,successful,demo_not_attended
731,JNR1006MG,USR1117,lead,2/23/2022,successful,demo_not_attended
732,JNR1006MG,USR1117,lead,2/23/2022,unsuccessful,demo_not_attended
733,JNR1006MG,USR1117,lead,2/23/2022,successful,demo_not_attended
734,JNR1006MG,USR1117,awareness,2/23/2022,successful,post_demo_followup
735,JNR1006MG,USR1117,consideration,2/23/2022,successful,interested_for_conversion
736,JNR1006MG,USR1117,consideration,2/23/2022,unsuccessful,followup_for_conversion
737,JNR1006MG,USR1117,consideration,2/23/2022,successful,followup_for_conversion
738,JNR1006MG,USR1118,lead,2/19/2022,unsuccessful,lead_introduction
739,JNR1006MG,USR1118,lead,2/19/2022,successful,lead_introduction
740,JNR1006MG,USR1118,lead,2/20/2022,successful,demo_schedule
741,JNR1006MG,USR1118,lead,2/22/2022,successful,demo_not_attended
742,JNR1006MG,USR1118,lead,2/22/2022,successful,demo_not_attended
743,JNR1006MG,USR1118,lead,2/22/2022,successful,demo_not_attended
744,JNR1006MG,USR1118,awareness,2/22/2022,successful,post_demo_followup
745,JNR1006MG,USR1119,lead,2/19/2022,successful,lead_introduction
746,JNR1006MG,USR1119,lead,2/20/2022,successful,demo_schedule
747,JNR1006MG,USR1119,lead,2/20/2022,successful,demo_not_attended
748,JNR1006MG,USR1119,lead,2/20/2022,successful,demo_not_attended
749,JNR1006MG,USR1120,lead,2/19/2022,unsuccessful,lead_introduction
750,JNR1006MG,USR1120,lead,2/20/2022,successful,lead_introduction
751,JNR1006MG,USR1120,lead,2/22/2022,successful,demo_schedule
752,JNR1006MG,USR1120,lead,2/22/2022,successful,demo_not_attended
753,JNR1007MG,USR1121,lead,1/1/2022,successful,lead_introduction
754,JNR1007MG,USR1121,lead,1/1/2022,successful,demo_schedule
755,JNR1007MG,USR1121,lead,1/1/2022,successful,demo_not_attended
756,JNR1007MG,USR1121,lead,1/1/2022,successful,demo_not_attended
757,JNR1007MG,USR1121,lead,1/1/2022,unsuccessful,demo_not_attended
